"","PROBEID","SYMBOL","ENTREZID","GENENAME","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"18","1623015_at","Nup43","42209","Nucleoporin 43kD","1623015_at",-0.158947087999996,9.4984240892,-1.9414272551129,0.0756576749659171,0.160302872394228,-5.27339250196365
"19","1623016_at","CG1299","38496","uncharacterized protein","1623016_at",0.267864067000002,6.83528892846667,1.56633820817075,0.142826713702008,0.251760991154238,-5.83549479187766
"20","1623023_at","Slip1","43809","Slip1","1623023_at",0.17012888,10.5389759306667,1.11365584545832,0.286886026541944,0.415279233659449,-6.40089182565975
"21","1623031_a_at","RecQ4","53438","RecQ4 helicase","1623031_a_at",0.252769273333334,5.41938297006667,1.11700719284911,0.285505752469671,0.413839146256543,-6.39725251057423
"22","1623035_at","NaPi-T","36651","Na[+]-dependent inorganic phosphate cotransporter","1623035_at",-0.107945704,2.69413420986667,-0.598262212152017,0.560607350895245,0.66786317236841,-6.84541149517456
"23","1623039_at","chk","35578","chaski","1623039_at",0.324264587666669,8.69762345913333,4.16718022104105,0.00126130440051409,0.00865638694004994,-1.26361372173154
"24","1623041_at","FANCI","35895","Fanconi anemia complementation group I","1623041_at",0.405051214666667,6.06518281846667,3.15526315032696,0.00814156880121713,0.031810560279013,-3.13761493364237
"25","1623065_at","CG13692","33216","uncharacterized protein","1623065_at",-0.379388149666666,2.47818881373333,-4.37177646105981,0.000875029304280683,0.00680410717638945,-0.891795941565731
"26","1623066_at","Irk3","35131","Inwardly rectifying potassium channel 3","1623066_at",0.444321319666666,2.94038088986667,5.03676469071398,0.000276457135035756,0.00303384447528487,0.285147452576962
"27","1623070_a_at","Shaw","33599","Shaker cognate w","1623070_a_at",0.438913297,3.02798818633333,6.81016983168928,1.72305664235042e-05,0.000424975767179709,3.13237897091009
"28","1623080_at","Ude","42953","Uracil-DNA degrading factor","1623080_at",-0.00080560933333329,3.95624738373333,-0.00241338008983965,0.998113415522795,0.998958439591734,-7.03477754156179
"29","1623083_at","CG1698","36006","uncharacterized protein","1623083_at",0.295232754,5.1481589886,1.79157205536194,0.0980204285212027,0.191847794694009,-5.50644786330716
"30","1623087_at","RhoGEF64C","38578","Rho guanine nucleotide exchange factor at 64C","1623087_at",0.0923652966666664,6.24673267306667,1.0328468965212,0.321715317179574,0.45080126779224,-6.48591159010671
"31","1623088_at","ntc","38443","nutcracker","1623088_at",0.511098642666667,6.5947562672,4.89469225725581,0.000351884739785002,0.00358354878548791,0.0382015465856336
"32","1623092_at","Pcp","33985","Pupal cuticle protein","1623092_at",1.46088380866667,5.671233688,5.50143346836865,0.000128064150781748,0.00176423160900974,1.07400738623931
"33","1623096_a_at","Tsp68C","117407","Tetraspanin 68C","1623096_a_at",-0.0950927223333342,3.5514893732,-1.48525335419573,0.162850750868865,0.278304917267416,-5.94687861039081
"34","1623101_at","Cbp80","44409","cap binding protein 80","1623101_at",0.858766515333333,8.1500025614,4.74372761407877,0.000456067422655026,0.00432085041893506,-0.226996059030231
"35","1623103_at","firl","34627","firelighter","1623103_at",0.185696274666667,5.8015558202,0.564136360164966,0.582883361461675,0.685604609588118,-6.86612935067372
"36","1623104_at","SMC5","326215","Structural maintenance of chromosomes 5","1623104_at",0.135736070333333,5.2826188106,2.07378838105333,0.0599066145423797,0.136848901671702,-5.05949616884148
"37","1623109_at","CG4593","31649","uncharacterized protein","1623109_at",0.355020138000002,9.11340198566667,4.99722309660677,0.000295575123659362,0.00314185409223099,0.216679390377447
"38","1623121_at","CG5521","43242","uncharacterized protein","1623121_at",-0.166234123999999,3.55432959393333,-1.13908215444009,0.276540237967847,0.406252922877847,-6.37305943412052
"39","1623124_at","CG7376","38715","uncharacterized protein","1623124_at",0.290151760000001,7.05999297713333,2.5939270761237,0.0232233200986519,0.068676657092743,-4.16345355687577
"40","1623138_at","pds5","36286","precocious dissociation of sisters 5","1623138_at",0.0457672099999975,10.5608379573333,0.473592775470485,0.644152093407878,0.739755605270524,-6.91546809127377
"41","1623154_a_at","CG1271","38364","uncharacterized protein","1623154_a_at",-0.121299817000002,5.30044599066667,-1.52077258493474,0.153801847955013,0.267374688322674,-5.89858052616536
"42","1623160_at","Mmp1","37949","Matrix metalloproteinase 1","1623160_at",0.129723842666667,9.42933216426667,0.509962626535266,0.619176831303096,0.718627664346726,-6.89663996505016
"43","1623166_at","CG6071","39308","uncharacterized protein","1623166_at",0.122185945333334,2.60196860806667,0.962935118351157,0.354277750910662,0.483970082053206,-6.55511891515679
"44","1623180_a_at","Hr3","36073","Hormone receptor 3","1623180_a_at",-0.487673770333335,7.00516401546667,-0.919205648952957,0.375803614527265,0.504517999354634,-6.59629145155929
"45","1623208_at","Sox100B","45039","Sox100B","1623208_at",0.0529412440000003,4.3361602788,0.450153746217236,0.660493739557745,0.751957712147062,-6.92689082493142
"46","1623216_s_at","Aldh7A1","40097","Aldehyde dehydrogenase 7 family member A1","1623216_s_at",0.238438924666667,6.0042273898,1.18976588013246,0.256776241660126,0.384190803280103,-6.3160787733245
"47","1623218_s_at","Alh","40850","Alhambra","1623218_s_at",0.161348513333335,10.3031165539333,2.21737226699203,0.0463105469184438,0.114042431062034,-4.82006222965747
"48","1623226_at","CG10154","39509","uncharacterized protein","1623226_at",-0.806376969666667,2.9410099052,-1.30435231475551,0.216183299240236,0.341757974812932,-6.1801516894351
"49","1623234_s_at","Calx","42481","Na/Ca-exchange protein","1623234_s_at",-0.075216917333333,2.50111463973333,-1.04645273086919,0.315641567585064,0.445056020038431,-6.4719687320903
"50","1623238_at","CG5618","40241","uncharacterized protein","1623238_at",0.169418894999999,8.0309439174,1.15838359519106,0.268879676915357,0.399272408288702,-6.35159368393356
"51","1623241_s_at","NT5E-2","246458","Ecto-5'-nucleotidase 2","1623241_s_at",0.522197180333333,5.63581233213333,1.81767397264345,0.0937393219615389,0.186122666309798,-5.46660757942193
"52","1623254_s_at","smash","40583","smallish","1623254_s_at",0.588835663666667,5.1694567604,3.50498593992217,0.00424004109734297,0.0203431759032094,-2.48735363288002
"53","1623256_at","GstE1","37106","Glutathione S transferase E1","1623256_at",0.137699820666667,9.4907664054,1.4141402332691,0.182328423637899,0.301682826742582,-6.04117687833278
"54","1623267_at","unc79","42310","uncoordinated 79","1623267_at",0.451795595,6.60749760293333,3.43007695275819,0.00487376918303005,0.0222669888723963,-2.62677607652444
"55","1623276_at","CG31663","33363","uncharacterized protein","1623276_at",0.625968612,6.02526421206667,4.43252626313807,0.000785753162837813,0.00633703903327469,-0.782180765402047
"56","1623284_at","prt","117368","portabella","1623284_at",-0.604732813,2.8454804074,-4.6417098974777,0.000544356041387712,0.00485461023350567,-0.407776048166633
"57","1623291_at","CG31673","35348","uncharacterized protein","1623291_at",0.497144016333333,9.22795542126667,5.44088897988464,0.000141328398245756,0.00188725467066026,0.972901789142674
"58","1623296_at","CG32625","318128","uncharacterized protein","1623296_at",0.294498634999999,5.04694785233333,1.15678918490896,0.269506206975707,0.400014619380492,-6.35337783850952
"59","1623299_at","Mmp2","35997","Matrix metalloproteinase 2","1623299_at",0.154587580000001,8.82439261253333,1.14827667219399,0.272870335801589,0.402638184385251,-6.36287004872952
"60","1623305_at","gny","34409","garnysstan","1623305_at",-0.016111270333333,2.6334454374,-0.190508609817157,0.852043785530315,0.900307738150733,-7.01532495540053
"61","1623316_at","CG14785","31094","uncharacterized protein","1623316_at",-1.80180865866667,3.37453270886667,-14.8402618624326,3.5641191940461e-09,2.50053856628732e-06,11.5684573688048
"62","1623342_at","CG8369","50005","uncharacterized protein","1623342_at",-0.0222142233333322,11.4849640006667,-0.199313570740002,0.845300598568971,0.895207644978947,-7.01348799071184
"63","1623343_at","CG4049","37860","uncharacterized protein","1623343_at",0.380260301000001,6.46767861126667,2.15772139580297,0.0515623601413223,0.12304034086633,-4.92039826622523
"64","1623352_at","CG7016","42968","uncharacterized protein","1623352_at",0.542482134333335,4.4536774268,2.5931968797315,0.0232547818917144,0.068676657092743,-4.16475887060604
"65","1623356_at","CG11999","40637","uncharacterized protein","1623356_at",-0.0397656820000005,8.94707321426667,-0.452345046070234,0.658958038729155,0.751021851360268,-6.92584665092683
"66","1623359_at","stwl","39581","stonewall","1623359_at",0.345644731999999,5.78200003673333,3.30776473462461,0.00612212785885012,0.0261183211491754,-2.85437025171196
"67","1623364_at","CG4250","37599","uncharacterized protein","1623364_at",0.469073298333333,6.812866395,0.669607944228671,0.515580386581283,0.631348082056802,-6.79841286104495
"68","1623370_at","wek","48785","weckle","1623370_at",0.0352191369999986,8.36347852326667,0.580240109067551,0.572313529954213,0.676701803020768,-6.85649610357174
"69","1623372_at","cysu","42100","Curly Su","1623372_at",-0.069814619333334,7.26104865333333,-0.366368247597393,0.720364828232563,0.800489884804717,-6.9631156092957
"70","1623374_a_at","Fim","32721","Fimbrin","1623374_a_at",-0.13439915,10.9706582466667,-0.721566306502268,0.484160470799697,0.604148065737013,-6.76109970753596
"71","1623375_at","Cep135","39647","Centrosomal protein 135kDa","1623375_at",0.303200465,8.1702202988,3.34418591916001,0.0057198183825315,0.0249757491475131,-2.78662040807727
"72","1623378_at","Oli","35066","Olig family","1623378_at",0.163127161666667,8.99665974473333,1.97748697266915,0.0710248856920467,0.153684416812743,-5.21582358076991
"73","1623386_s_at","sov","31615","small ovary","1623386_s_at",0.219592467666665,7.98097850326667,1.74959571981678,0.105274473233209,0.201181302661768,-5.56981214179692
"74","1623388_at","CG15861","37990","uncharacterized protein","1623388_at",0.530518921333333,4.62687439846667,3.74120311854225,0.00273934553904554,0.0149362933795627,-2.0483493921302
"75","1623394_at","CG42260","37614","uncharacterized protein","1623394_at",0.303690238,3.18264825586667,7.0946772369077,1.14859736102484e-05,0.000335752024884762,3.54792169591262
"76","1623396_at","CG13875","38024","uncharacterized protein","1623396_at",0.0793934719999996,4.75494030106667,0.455639095323274,0.656652559966737,0.749476548016988,-6.92426778537743
"77","1623401_a_at","row","36685","relative of woc","1623401_a_at",-0.0587920763333329,6.643016085,-0.469050234474943,0.647304392047535,0.741992416109106,-6.9177255381594
"78","1623415_at","dl","35047","dorsal","1623415_at",0.427123232000001,3.070174244,4.27581965015245,0.00103809379607686,0.00755129519404296,-1.0656908017458
"79","1623418_at","Cad96Ca","43026","Cadherin 96Ca","1623418_at",0.325880921999998,9.1802113074,4.22501678166194,0.00113688758098969,0.00813867141311669,-1.15811242851097
"80","1623424_a_at","babo","35900","baboon","1623424_a_at",0.190115053,8.06509298226667,1.27268517996805,0.226848125690126,0.352462203282299,-6.21867580129572
"81","1623425_at","Buffy","36251","buffy","1623425_at",0.357504366666668,4.74227666686667,2.76212706979215,0.0169841273080509,0.0555060972168911,-3.8602601007527
"82","1623429_at","CG11073","37519","uncharacterized protein","1623429_at",-0.0996855036666675,4.82735047313333,-1.07853487214538,0.301656838907265,0.430723944111368,-6.43849202322925
"83","1623432_s_at","PlexB","43766","Plexin B","1623432_s_at",0.104223676000002,8.53889616573333,1.08434357074792,0.299175174888046,0.428148697697898,-6.43234154519389
"84","1623441_at","ph-p","31181","polyhomeotic proximal","1623441_at",0.152575316666667,10.9970978433333,2.53912669928403,0.0257035866332805,0.0743778395978612,-4.26112082173907
"85","1623444_at","rn","40879","rotund","1623444_at",0.582299080666667,4.67090717373333,3.05533277169763,0.00981607153874468,0.0365440304809162,-3.3226004326201
"86","1623452_at","CG13068","39784","uncharacterized protein","1623452_at",-0.0050845733333329,4.84574905673333,-0.0734725271955387,0.942620940558386,0.962797512319351,-7.03188318372377
"87","1623468_at","msd5","38156","mitotic spindle density 5","1623468_at",-0.261797684666668,8.62952119613333,-2.40234213988094,0.0330684085395869,0.0891519775913543,-4.50203354303125
"88","1623473_at","Shark","44353","SH2 ankyrin repeat kinase","1623473_at",0.0493887203333347,8.27091779973333,0.656957664512481,0.523407595242292,0.637991420146685,-6.80710630903748
"89","1623478_at","SPR","31463","Sex peptide receptor","1623478_at",-0.150554970666668,6.07278927913333,-1.03190281592124,0.322139932013584,0.451195991733312,-6.48687338983231
"90","1623479_at","Rbf","31027","Retinoblastoma-family protein","1623479_at",0.262727191666666,8.7200538766,3.13929170087183,0.00838856247991148,0.0323846566440688,-3.1672208354287
"91","1623486_at","CG7900","40957","uncharacterized protein","1623486_at",0.0967024413333339,6.63361726606667,1.14244288042825,0.275194463337579,0.404841062794379,-6.36934271558348
"92","1623487_at","dmt","41180","dalmatian","1623487_at",0.365546175666665,9.37767268926667,3.76137148246271,0.00263957041663684,0.0146195154479342,-2.01095256600695
"93","1623493_at","CG12717","32229","uncharacterized protein","1623493_at",0.347233095666666,6.329678499,1.95065536601838,0.0744463406601375,0.158587785063464,-5.2587121788521
"94","1623494_at","ImpE3","48239","Ecdysone-inducible gene E3","1623494_at",-0.00631198333333316,11.0006440733333,-0.0309264191954187,0.975828381640081,0.985820864268075,-7.03426720435714
"95","1623503_at","CG46339","44359","uncharacterized protein","1623503_at",0.328877493333334,9.397120653,2.65583681594365,0.0207017489951882,0.0639113238471695,-4.05241911086577
"96","1623514_a_at","jdp","43630","jdp","1623514_a_at",0.140598687333336,8.380861829,0.646948409362994,0.529649112550435,0.642868992049874,-6.81387536423219
"97","1623519_at","esc","34595","extra sexcombs","1623519_at",-0.192674201333333,7.66381142986667,-1.64711907497153,0.125029531183663,0.227897361401169,-5.72066425878462
"98","1623520_a_at","CG10336","35122","uncharacterized protein","1623520_a_at",-0.290163423999999,6.8037666788,-2.2180717054416,0.0462520770036817,0.113987359173008,-4.81887882736251
"99","1623522_at","CG11668","41606","uncharacterized protein","1623522_at",0.797265980333333,3.5752110486,3.87675555946016,0.00213619301613051,0.0127000558104627,-1.79738531109956
"100","1623525_at","Pcl","37069","Polycomblike","1623525_at",0.139738974666667,9.10546540153333,1.33165356950569,0.207318361419869,0.329400241518529,-6.14636762877378
"101","1623536_s_at","DOR","38543","Diabetes and obesity regulated","1623536_s_at",0.31420374,7.695658342,2.35102307599607,0.0363255927850468,0.0953133316243856,-4.59123580388188
"102","1623549_at","yata","43508","yata","1623549_at",0.348252628333333,6.640262484,4.93965693603387,0.000325920437229597,0.00340705569646966,0.1166385381829
"103","1623551_at","CG18081","39725","uncharacterized protein","1623551_at",0.257269099999998,11.7263004873333,3.60531614674018,0.00352028061166887,0.0180121975543576,-2.30071418522851
"104","1623552_s_at","zyd","3354992","zydeco","1623552_s_at",0.0852700110000022,8.16492085886667,0.488164213756379,0.634089052360905,0.73165904177755,-6.90808535967062
"105","1623555_at","Had2","36624","beta Hydroxy acid dehydrogenase 2","1623555_at",0.606927787333333,6.5513817,1.21812525756396,0.246208935937356,0.373334106990505,-6.28334092071002
"106","1623566_at","SWIP","32594","Strumpellin and WASH-interacting protein","1623566_at",-0.0490428120000006,6.50902520266667,-0.748331522656901,0.468440914243476,0.59225789598184,-6.74088067758841
"107","1623570_at","CG7924","39574","uncharacterized protein","1623570_at",0.273897206333334,4.40751461366667,1.05588452531359,0.311481192450892,0.441719215967094,-6.46221403789428
"108","1623571_a_at","CG9328","35344","uncharacterized protein","1623571_a_at",0.234170204333333,9.140402275,2.29049101159928,0.0405629925065686,0.102925171716002,-4.69552690525896
"109","1623572_at","xmas","44271","xmas","1623572_at",0.407178722999999,4.71981842,1.98457809489352,0.0701451890122728,0.152198186743467,-5.20443882688803
"110","1623583_at","PNUTS","33270","PNUTS","1623583_at",0.180946192666667,8.49216465866667,1.43353463704286,0.176831766123327,0.294906437216769,-6.01578324900302
"111","1623596_at","Cpr72Eb","39815","Cuticular protein 72Eb","1623596_at",-0.0183295479999992,2.7912487454,-0.210721337326595,0.836583119224805,0.889556385110377,-7.01098543748073
"112","1623597_s_at","CG17684","3355066","uncharacterized protein","1623597_s_at",0.0905156133333342,6.6158102134,0.664568428107408,0.518690305192101,0.634200346046268,-6.8018945592551
"113","1623602_a_at","Ptp69D","39443","Protein tyrosine phosphatase 69D","1623602_a_at",0.21001985,8.50052378573333,1.37923705519653,0.192579542303658,0.312582835502647,-6.08624936308507
"114","1623612_at","Spn47C","36163","Serpin 47C","1623612_at",0.556411838333333,7.1617784808,5.11203054077332,0.000243561878008705,0.00280629506888132,0.414906314910494
"115","1623624_at","AdamTS-A","41887","ADAM metallopeptidase with thrombospondin type 1 motif A","1623624_at",0.00459065000000081,10.1417974983333,0.0231559616945797,0.981900281536094,0.988790809827575,-7.03449280670795
"116","1623632_s_at","CG43693","39231","uncharacterized protein","1623632_s_at",0.266596128333335,8.31377694306667,1.1532980903092,0.270881985917962,0.401113709916982,-6.35727752017983
"117","1623643_s_at","Idgf3","34981","Imaginal disc growth factor 3","1623643_s_at",0.269753052333334,10.0206845566667,3.18576430716373,0.0076899963336194,0.030499143750297,-3.08103928324507
"118","1623648_s_at","Psa","38175","Puromycin sensitive aminopeptidase","1623648_s_at",0.134210342333333,9.5787128952,1.99437960003184,0.0689458078097204,0.150008211754161,-5.18866861153776
"119","1623659_at","Obp56d","37266","Odorant-binding protein 56d","1623659_at",0.447360691666668,3.7284381626,1.07992676727404,0.301060773853553,0.430067358848718,-6.43702070943159
"120","1623664_at","Pdss2","40323","Decaprenyl diphosphate synthase subunit 2","1623664_at",0.299286355,7.5080687428,2.20673062177712,0.0472088154795495,0.115444020502663,-4.83804778496711
"121","1623666_at","CG10516","39738","uncharacterized protein","1623666_at",-0.0536634113333356,7.88958841806667,-0.647015466921157,0.529607155644417,0.642868992049874,-6.81383033706588
"122","1623670_at","CG14562","40439","uncharacterized protein","1623670_at",0.0567499109999998,7.45740468653333,0.585604307257173,0.568815584679245,0.673737326161101,-6.85323029150595
"123","1623673_at","CG10435","40948","uncharacterized protein","1623673_at",0.0772878090000013,7.81100730126667,1.29245566650806,0.220141282411697,0.346281030679486,-6.19470848878984
"124","1623675_at","Obp99b","43497","Odorant-binding protein 99b","1623675_at",0.972688484666666,4.3732376598,1.61705640716042,0.131412726316114,0.236933167892617,-5.76383413973742
"125","1623684_at","Sema2b","246538","Semaphorin 2b","1623684_at",-0.0977087909999996,6.09866620793333,-0.5922049670399,0.564527203226436,0.670256630532478,-6.84917274632905
"126","1623688_at","HIPP1","40302","HP1 and insulator partner protein 1","1623688_at",0.255319522666667,8.65394172826667,2.9421983331356,0.0121312094428972,0.0432259912090594,-3.5311293343879
"127","1623689_a_at","CG14642","40532","uncharacterized protein","1623689_a_at",0.576712520333333,3.05967575746667,2.30473165927523,0.0395255879878221,0.100860960294754,-4.67108540887662
"128","1623690_at","CG17190","42386","uncharacterized protein","1623690_at",-0.513376651333334,4.05559274593333,-5.3153137039901,0.00017366689585175,0.00221970198463147,0.761575404308723
"129","1623697_s_at","CG33465","3885587","uncharacterized protein","1623697_s_at",1.09776041966667,5.2801721968,1.56595324265415,0.142916532832314,0.251778735575679,-5.83603297716829
"130","1623699_a_at","sm","37254","smooth","1623699_a_at",-0.209521126999999,9.56408149693333,-0.852093227029945,0.410576725892341,0.538061736671698,-6.65622306296052
"131","1623712_at","CG10132","35239","uncharacterized protein","1623712_at",0.319392888,6.97078563173333,3.62610077235308,0.00338748130866741,0.0174458050431697,-2.2620757290235
"132","1623724_at","CG15027","32440","uncharacterized protein","1623724_at",0.0480760379999996,8.81888097893333,0.536572430167252,0.601210277886231,0.702710421061397,-6.88202005742472
"133","1623725_at","CG7914","32907","uncharacterized protein","1623725_at",-0.238213482333333,5.75594959506667,-1.70044614530252,0.114374420413018,0.212900970073053,-5.64286057072438
"134","1623734_at","E(spl)m6-BFM","43159","Enhancer of split m6, Bearded family member","1623734_at",0.0759014739999992,6.9038100122,0.55689932473398,0.587666691394778,0.689432829703945,-6.87037477142141
"135","1623743_at","CG3191","31209","uncharacterized protein","1623743_at",0.170872131666666,4.38436946766667,1.61462104537602,0.131942078517772,0.237616167644385,-5.76730898376515
"136","1623746_a_at","PICK1","34677","Protein interacting with C kinase 1","1623746_a_at",0.0848778903333329,7.624013047,0.765900108767511,0.458297651238351,0.583876386182193,-6.72724427010961
"137","1623747_at","CG5895","39752","uncharacterized protein","1623747_at",0.265182416,5.71695192993333,0.917587488942405,0.376617300753475,0.505089557552557,-6.59778318222602
"138","1623753_at","Tep3","34045","Thioester-containing protein 3","1623753_at",-0.463620509333333,6.22426278606667,-2.86624384343708,0.0139830110763311,0.0481925392663508,-3.67043439604393
"139","1623761_at","CG15347","31779","uncharacterized protein","1623761_at",-0.862957937333333,2.5852878636,-2.47084569239172,0.029155968535928,0.0818181268159332,-4.38192400129407
"140","1623767_at","CG17839","39616","uncharacterized protein","1623767_at",0.495380220999999,5.31823963,4.67787230351779,0.000511178775468605,0.00466413697732481,-0.3435537065248
"141","1623769_at","CG7322","32880","uncharacterized protein","1623769_at",0.366118666666666,5.692839928,1.81935886827893,0.0934688552571354,0.185883629609195,-5.46402453653387
"142","1623770_at","CG1673","32297","uncharacterized protein","1623770_at",-0.00101693800000024,6.77720103566667,-0.00608862052731703,0.995240437965163,0.996819182314728,-7.03476076611425
"143","1623771_at","CHOp24","31382","CHOp24","1623771_at",-0.873175053666664,10.2677410705333,-9.52680898110177,5.27882730580852e-07,4.16631445110937e-05,6.67972408881818
"144","1623773_at","IRSp53","39258","Insulin receptor substrate 53 kDa","1623773_at",0.736320034666667,3.5590423916,4.42285034704326,0.000799313210893667,0.00637230254240229,-0.799614162617106
"145","1623776_s_at","dsx","40940","doublesex","1623776_s_at",-0.149852088333334,7.91382077066667,-0.514123530889502,0.616350056500809,0.716163830832924,-6.89440079439986
"146","1623787_at","LKRSDH","34064","Lysine ketoglutarate reductase/saccharopine dehydrogenase","1623787_at",-0.942477230000001,4.82512803206667,-5.76542231701009,8.38331024018222e-05,0.00132330552141276,1.50882618309757
"147","1623798_at","Spps","42882","Sp1-like factor for pairing sensitive-silencing","1623798_at",0.177055151333334,7.23171629993333,1.96130695299864,0.0730703321575709,0.156395280421323,-5.24172243466857
"148","1623804_a_at","hep","32256","hemipterous","1623804_a_at",0.555360005333333,4.0828353992,2.96136950730267,0.0117037138261055,0.0420748863701165,-3.49587338372844
"149","1623807_a_at","milt","45683","milton","1623807_a_at",0.236034626666668,7.6040281898,2.07064820051475,0.0602420514941213,0.137119074669748,-5.06465042151659
"150","1623817_at","CG7916","34800","uncharacterized protein","1623817_at",0.490074134333335,2.66360350906667,5.79520629150306,7.99689861005037e-05,0.00127506105615803,1.55726374913016
"151","1623825_s_at","Marf1","49895","Meiosis regulator and mRNA stability factor 1","1623825_s_at",0.31369995,6.73958118146667,2.92915717921028,0.0124308588207252,0.0439957637859074,-3.55509133841759
"152","1623837_at","Pez","33882","Pez","1623837_at",0.0581384966666674,7.00281548146667,0.726535921570657,0.481217565045816,0.603097996367464,-6.75739651234013
"153","1623838_s_at","CG4629","33284","uncharacterized protein","1623838_s_at",0.263647044666666,8.21096594486667,2.71087205190901,0.0186867214946084,0.0591527854245828,-3.95314801335543
"154","1623852_at","CG10407","41949","uncharacterized protein","1623852_at",0.427843408666667,6.4516608286,3.89241561363108,0.00207591218239984,0.0125277973506231,-1.76845577189371
"155","1623860_at","CG15478","31679","uncharacterized protein","1623860_at",0.225458125333335,8.67924534146667,3.32532340858836,0.00592472077402555,0.0254480863722431,-2.82171128546629
"156","1623864_at","CG6321","39233","uncharacterized protein","1623864_at",0.436842802,6.47405071346667,3.6540889163336,0.00321669534753728,0.0167299954072079,-2.2100649784473
"157","1623877_a_at","elB","34844","elbow B","1623877_a_at",0.440450370000002,5.22144893713333,2.54557371684938,0.0253989248594581,0.0738346277912608,-4.24966250067551
"158","1623878_at","CG6123","32815","uncharacterized protein","1623878_at",0.444076702333333,2.56433439553333,5.01519544050088,0.000286719422327024,0.00308932838323009,0.247824596768172
"159","1623881_s_at","Sirt4","31480","Sirtuin 4","1623881_s_at",0.413975132666667,6.367188873,3.311383366019,0.00608090781254938,0.026012772309239,-2.84764017944149
"160","1623887_at","Hen1","36301","Hen1 methyltransferase","1623887_at",0.00672698133333327,6.2460967148,0.0489682607970551,0.961737096764828,0.97689961856067,-7.03349344382484
"161","1623889_at","CG1317","38300","uncharacterized protein","1623889_at",0.343889389666668,9.07204350926667,3.51674333426144,0.00414846845304253,0.0200681954144367,-2.46547385222961
"162","1623899_at","TkR99D","43551","Tachykinin-like receptor at 99D","1623899_at",0.600055977333333,5.39046710353333,8.77230352519447,1.28191723065488e-06,7.78271672534124e-05,5.78334873178557
"163","1623900_a_at","Mal-B2","34598","Maltase B2","1623900_a_at",-0.269356361333334,4.8999469042,-2.32470353674492,0.0381132538987003,0.0981431831632927,-4.6367090011448
"164","1623904_a_at","Rpt3R","41190","Regulatory particle triple-A ATPase 3-related","1623904_a_at",-0.246929013000002,6.01943497586667,-1.62990452333427,0.128650632655242,0.233017812560297,-5.74544643408191
"165","1623907_at","armi","38427","armitage","1623907_at",0.115275823000001,8.10862719913333,0.834313966441132,0.420139976974445,0.548455335945636,-6.67142681924619
